from,to,asset,asset_contract,amount,amount_raw,decimals,tx_count,tx_hashes
0x1695ccf9536ded7852b805fc05410821d506d000,0x8b9d4a12ad2aa4005317fde2d10b82c96152c906,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,3990.6850000000,3990685000,6,2,0x550b44041389ac89af41f9b1402ca5db2a49c5bf89b159e42a589b501d817541;0xed36da045b310e54b30fa9f0b9b55cce07b5600f426859485e6cdd5bc40cf5fa
0xb7fe86711128ab40b789c925bfca33622f895357,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.5000000000,500000000000000000,18,1,0xc89c82883d6aa574a5926e62559ff4fd5ba4311a042295a6633ea5259a97a52c
0x11f35e55c94c5e13a6b5d8bbc9cac0b22aec022d,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.2438961692,243896169195490930,18,1,0x382a8aa33e63a6fdd3e145b627becd0e10995891772abdfed3ab8b307ffe2a60
0x6350ddce344c9a0cc993dc9aa8af6b4bf54ad400,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.5000000000,500000000000000000,18,1,0x9ab798323a6129920870a21729e4ffc9a7552138c398428fdf2e3fd207152bed
0x0beed0f627be9fed89b777f485a17a12cf4e4f38,0x542cfe8f8a71245142ac06a8a74aab94879e6e83,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,457.2499000000,457249900,6,1,0x051b69a35bfde115ff7095044f6d3db4fedeace68f5a99ce63925b06e7b43376
0x2ee3a6e93fe7ef628f81ba8cddd882e739def480,0xb40c23958941e1a39917be532cb54b6e2d879c42,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,76.3665240000,76366524,6,1,0x5e9255db25261034f59015261ab50e7d50b3d6dc2d4d280b64eb5e0a61cd344a
0x570b5377886a4ca028c00e31d10fc9d4b99ddcb0,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.0879211207,87921120716888345,18,1,0x320aeb8b5516a1a6126e12ffc83c8d32ab3d3d27904984bebce8e98a63ca24b2
0x2ee3a6e93fe7ef628f81ba8cddd882e739def480,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.3000000000,300000000000000000,18,1,0x3de0175ff80243bfe43bff179740d91df42eb8ad7f5930a2efde2b9c1277e5d1
0x9825c316cc237be7338d6972ebe34b0cd0be7992,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.0432494513,43249451331866224,18,1,0x7b1c31eb13927842fd4ea4664a11c46877170d96d3c43c4804eef154103e7e71
0x4836e3d6388c57a96b6ff750631949ba685192eb,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.3000000000,300000000000000000,18,1,0xcb9490b4751a3f6b2154892e25ae0a699ba623c5b70816ab9f820d790d7935a5
0x0beed0f627be9fed89b777f485a17a12cf4e4f38,0x143f1ffba28fe2c94e318ab5928483e5c906e444,ETH,,0.0500000000,50000000000000000,18,1,0x06ba93dc74e6660db198f26665f8150231594b5988015eb754dba99e53147032
0x7f5f261408b55b61ba7cd2154fe9c43ea80be09f,0x0beed0f627be9fed89b777f485a17a12cf4e4f38,ETH,,0.2000000000,200000000000000000,18,1,0x7ef9900e1a7b44923723944d73dddc3876b634f98734d2c10716fd2d4c3c2839
